train_loss,train_acc,val_acc,test_acc
0.011359729608804743,0.48733015056922513,0.7694805194805194,0.4555866632730975
0.005308670224707397,0.8015056922511935,0.8668831168831169,0.5156528378722322
0.003545534958788633,0.8575100991553434,0.8928571428571429,0.5831000254517689
0.0027431815567149687,0.884135145060595,0.9074675324675324,0.5708831763807585
0.002369427323625931,0.8929489533602644,0.9155844155844156,0.5772461186052431
0.0020536459213532465,0.9043334557473375,0.9301948051948052,0.5851361669636039
0.0018760386500076647,0.9133308850532501,0.9366883116883117,0.6100789004835836
0.0016474901967700071,0.9234300403966214,0.9334415584415584,0.6006617459913464
0.0014550513722990262,0.9311421226588321,0.9366883116883117,0.6177144311529651
0.0013788907699426483,0.932427469702534,0.939935064935065,0.6261135148892848
0.0012465065117382276,0.9386705839147998,0.9431818181818182,0.6365487401374396
0.0011258108539317314,0.9465662871832538,0.9431818181818182,0.6500381776533469
0.0010638059504409507,0.9461990451707676,0.9496753246753247,0.6340035632476457
0.0009532378253869348,0.9511568123393316,0.9448051948051948,0.6584372613896666
0.0009379500493795786,0.9493206022769005,0.9448051948051948,0.6530923899210995
0.0008085563394445906,0.95813441057657,0.9512987012987013,0.6543649783659964
0.0007593972752779843,0.9610723466764598,0.9512987012987013,0.6449478238737593
0.0006982870064771574,0.9605214836577305,0.9545454545454546,0.652074319165182
0.0006656933170916007,0.9632757987513771,0.9545454545454546,0.6579282260117079
0.0006699107746035134,0.964744766801322,0.9561688311688312,0.6510562484092645
0.0007132334026548734,0.9610723466764598,0.9545454545454546,0.6502926953423263
0.0006655675546839708,0.9608887256702167,0.9545454545454546,0.6472384830745737
0.0006768765622969502,0.9616232096951891,0.9561688311688312,0.6581827437006872
0.0006356914023233607,0.9669482188762395,0.9577922077922078,0.6574191906337491
0.0006844728475069238,0.9621740727139185,0.9577922077922078,0.6558920844998728
0.0006122853247133459,0.9663973558575101,0.9561688311688312,0.6584372613896666
0.0006524622200923591,0.964561145795079,0.9561688311688312,0.6602188852125223
0.0006529183680717664,0.9625413147264047,0.9561688311688312,0.6655637566810894
0.0006311893158052233,0.964744766801322,0.9512987012987013,0.6576737083227284
0.0006469417424284925,0.9627249357326478,0.9545454545454546,0.6645456859251718
